,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_UNCAL,Accel_LN_Z_CAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_CAL,Gyro_X_UNCAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
4112,2002.0,3.467391304347826,1934.0,2.7282608695652173,1229.0,11.130434782608695,135761.71875,709.0,84990.56603773567,-2.1951219512195124,72.0,3.0,3.0,0.05860805860805861,3831200.0,-0.12195121951219513,32.0,-0.9756097560975611,4.0,0.01176601176601179,709.0,0.011766011766011792,-2024.0,9.68421052631579,396.0,0.4593301435406698,-96.0,1.894736842105263,11.973002475560303
4113,2003.0,3.4891304347826084,1932.0,2.717391304347826,1230.0,11.119565217391305,135766.6015625,711.0,79026.31578947355,-1.829268292682927,60.0,3.0,3.0,0.06349206349206349,3831360.0,0.09146341463414635,5.0,-0.15243902439024393,-3.0,0.012654012654012677,711.0,0.012654012654012677,-2020.0,9.665071770334928,388.0,0.5167464114832536,-108.0,1.8564593301435406,11.966744641534305
4114,2000.0,3.5,1931.0,2.75,1233.0,11.08695652173913,135771.484375,710.0,81899.99999999984,-1.8597560975609757,61.0,3.0,3.0,0.06837606837606838,3831520.0,-0.09146341463414635,-8.0,0.24390243902439027,3.0,0.012210012210012234,710.0,0.012210012210012234,-2016.0,9.645933014354066,392.0,0.5167464114832536,-108.0,1.875598086124402,11.947096087122336
4115,2006.0,3.5760869565217392,1924.0,2.684782608695652,1235.0,11.065217391304348,135776.3671875,710.0,81899.99999999984,-1.4634146341463417,48.0,3.0,3.0,0.07326007326007326,3831680.0,0.3658536585365854,-35.0,1.0670731707317074,-12.0,0.012210012210012234,710.0,0.012210012210012234,-2016.0,9.645933014354066,400.0,0.4593301435406698,-96.0,1.9138755980861244,11.934634116443778
4116,2001.0,3.543478260869565,1927.0,2.7391304347826084,1243.0,10.978260869565217,135781.25,707.0,91928.57142857119,-1.5548780487804879,51.0,3.0,3.0,0.07814407814407814,3831840.0,0.15243902439024393,-55.0,1.676829268292683,-5.0,0.010878010878010906,707.0,0.010878010878010906,-2012.0,9.626794258373206,372.0,0.4401913875598086,-92.0,1.7799043062200957,11.856697914859533
4117,2008.0,3.4130434782608696,1939.0,2.6630434782608696,1244.0,10.967391304347826,135786.1328125,706.0,95840.42553191462,-1.2804878048780488,42.0,3.0,3.0,0.08302808302808302,3832000.0,0.15243902439024393,-74.0,2.25609756097561,-5.0,0.010434010434010463,706.0,0.010434010434010463,-1980.0,9.473684210526315,372.0,0.49760765550239233,-104.0,1.7799043062200957,11.790858254354987
4118,2004.0,3.369565217391304,1943.0,2.7065217391304346,1250.0,10.902173913043478,135791.015625,711.0,79026.31578947355,-1.0670731707317074,35.0,3.0,3.0,0.0879120879120879,3832160.0,0.15243902439024393,-87.0,2.6524390243902443,-5.0,0.012654012654012677,711.0,0.012654012654012677,-1972.0,9.435406698564593,360.0,0.4593301435406698,-96.0,1.7224880382775118,11.72760102104794
4119,2001.0,3.3478260869565215,1945.0,2.7391304347826084,1252.0,10.880434782608695,135795.8984375,709.0,84990.56603773567,-0.701219512195122,23.0,3.0,3.0,0.0927960927960928,3832320.0,0.0,-91.0,2.7743902439024395,0.0,0.01176601176601179,709.0,0.011766011766011792,-1972.0,9.435406698564593,352.0,0.4401913875598086,-92.0,1.6842105263157894,11.70874186690697
4120,1998.0,3.3260869565217392,1947.0,2.7717391304347827,1247.0,10.934782608695652,135800.78125,710.0,81899.99999999984,-0.426829268292683,14.0,3.0,3.0,0.09768009768009768,3832480.0,0.06097560975609757,-87.0,2.6524390243902443,-2.0,0.012210012210012234,710.0,0.012210012210012234,-1972.0,9.435406698564593,368.0,0.4784688995215311,-100.0,1.7607655502392343,11.760733946015456
4121,1994.0,3.282608695652174,1951.0,2.8152173913043477,1246.0,10.945652173913043,135805.6640625,710.0,81899.99999999984,-0.1829268292682927,6.0,3.0,3.0,0.10256410256410256,3832640.0,0.0,-75.0,2.2865853658536586,0.0,0.012210012210012234,710.0,0.012210012210012234,-1984.0,9.492822966507177,348.0,0.4401913875598086,-92.0,1.6650717703349283,11.768953662979603
4122,2003.0,3.3043478260869565,1949.0,2.717391304347826,1244.0,10.967391304347826,135810.546875,711.0,79026.31578947355,0.2134146341463415,-7.0,3.0,3.0,0.10744810744810745,3832800.0,0.030487804878048783,-76.0,2.3170731707317076,-1.0,0.012654012654012677,711.0,0.012654012654012677,-1988.0,9.511961722488039,352.0,0.4784688995215311,-100.0,1.6842105263157894,11.772281090740021
4123,2006.0,3.293478260869565,1950.0,2.684782608695652,1247.0,10.934782608695652,135815.4296875,709.0,84990.56603773567,0.3353658536585366,-11.0,3.0,3.0,0.11233211233211234,3832960.0,-0.06097560975609757,-74.0,2.25609756097561,2.0,0.01176601176601179,709.0,0.011766011766011792,-1984.0,9.492822966507177,352.0,0.4401913875598086,-92.0,1.6842105263157894,11.731348064489772
4124,1994.0,3.2065217391304346,1958.0,2.8152173913043477,1237.0,11.043478260869565,135820.3125,710.0,81899.99999999984,0.30487804878048785,-10.0,3.0,3.0,0.11721611721611722,3833120.0,-0.12195121951219513,-62.0,1.8902439024390245,4.0,0.012210012210012234,710.0,0.012210012210012234,-1988.0,9.511961722488039,348.0,0.4593301435406698,-96.0,1.6650717703349283,11.839157179551135
4125,1997.0,3.2391304347826084,1955.0,2.782608695652174,1242.0,10.989130434782608,135825.1953125,711.0,79026.31578947355,0.48780487804878053,-16.0,3.0,3.0,0.1221001221001221,3833280.0,-0.06097560975609757,-49.0,1.4939024390243905,2.0,0.012654012654012677,711.0,0.012654012654012677,-1976.0,9.454545454545455,328.0,0.36363636363636365,-76.0,1.569377990430622,11.789650751371706
4126,2006.0,3.2282608695652173,1956.0,2.684782608695652,1236.0,11.054347826086957,135830.078125,712.0,76347.45762711852,0.7317073170731708,-24.0,3.0,3.0,0.12698412698412698,3833440.0,-0.1829268292682927,-48.0,1.4634146341463417,6.0,0.013098013098013117,712.0,0.013098013098013119,-2008.0,9.607655502392344,336.0,0.4019138755980861,-84.0,1.6076555023923444,11.824903033768777
