,Accel_LN_X_UNCAL,Accel_LN_X_CAL,Accel_LN_Y_UNCAL,Accel_LN_Y_CAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_UNCAL,GSR_Skin_Resistance_CAL,Gyro_Z_UNCAL,Gyro_Z_CAL,GSR_Range_UNCAL,GSR_Range_CAL,Timestamp_CAL,Timestamp_UNCAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_UNCAL,Gyro_Y_CAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_CAL,Accel_WR_Z_UNCAL,Accel_WR_Y_UNCAL,Accel_WR_Y_CAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
4921,1391.0,2.934782608695652,1983.0,9.369565217391305,0.6521739130434783,2193.0,62866.2109375,709.0,84990.56603773567,-1278.0,38.963414634146346,3.0,3.0,14.012210012210012,9164005.0,1492.0,-31.737804878048784,1041.0,-45.487804878048784,0.01176601176601179,709.0,0.011766011766011792,-1.3588516746411483,284.0,276.0,7.885167464114832,-1648.0,1.3205741626794258,9.840072770874505
4922,1402.0,3.0543478260869565,1972.0,9.25,0.6521739130434783,2193.0,62871.09375,708.0,88323.5294117645,-1162.0,35.426829268292686,3.0,3.0,14.017094017094017,9164165.0,1605.0,-28.902439024390247,948.0,-48.9329268292683,0.011322011322011348,708.0,0.01132201132201135,-1.263157894736842,264.0,288.0,7.770334928229665,-1624.0,1.3779904306220094,9.763035975329425
4923,1414.0,3.0978260869565215,1968.0,9.119565217391305,0.6739130434782609,2191.0,62875.9765625,707.0,91928.57142857119,-1039.0,31.676829268292686,3.0,3.0,14.021978021978022,9164325.0,1704.0,-25.914634146341466,850.0,-51.951219512195124,0.010878010878010906,707.0,0.010878010878010906,-1.3779904306220094,288.0,304.0,7.636363636363636,-1596.0,1.4545454545454546,9.654903158988793
4924,1424.0,3.2282608695652173,1956.0,9.01086956521739,0.6304347826086957,2195.0,62880.859375,706.0,95840.42553191462,-917.0,27.957317073170735,3.0,3.0,14.026862026862027,9164485.0,1776.0,-23.04878048780488,756.0,-54.146341463414636,0.010434010434010463,706.0,0.010434010434010463,-1.3779904306220094,288.0,320.0,7.5406698564593295,-1576.0,1.5311004784688995,9.592439031781746
4925,1430.0,3.1739130434782608,1961.0,8.945652173913043,0.6521739130434783,2193.0,62885.7421875,705.0,100099.99999999968,-780.0,23.78048780487805,3.0,3.0,14.031746031746032,9164645.0,1840.0,-19.664634146341466,645.0,-56.09756097560976,0.009990009990010021,705.0,0.009990009990010023,-1.3779904306220094,288.0,320.0,7.444976076555023,-1556.0,1.5311004784688995,9.51439686144377
4926,1432.0,3.141304347826087,1964.0,8.92391304347826,0.6739130434782609,2191.0,62890.625,707.0,91928.57142857119,-612.0,18.658536585365855,3.0,3.0,14.036630036630036,9164805.0,1902.0,-16.189024390243905,531.0,-57.987804878048784,0.010878010878010906,707.0,0.010878010878010906,-1.3205741626794258,276.0,312.0,7.444976076555023,-1556.0,1.492822966507177,9.484628395641161
4927,1430.0,3.184782608695652,1960.0,8.945652173913043,0.6195652173913043,2196.0,62895.5078125,707.0,91928.57142857119,-431.0,13.140243902439025,3.0,3.0,14.041514041514041,9164965.0,1957.0,-12.286585365853659,403.0,-59.66463414634147,0.010878010878010906,707.0,0.010878010878010906,-1.3014354066985645,272.0,304.0,7.521531100478469,-1572.0,1.4545454545454546,9.515849627851765
4928,1419.0,3.141304347826087,1964.0,9.065217391304348,0.6956521739130435,2189.0,62900.390625,705.0,100099.99999999968,-238.0,7.25609756097561,3.0,3.0,14.046398046398046,9165125.0,1995.0,-9.02439024390244,296.0,-60.82317073170732,0.009990009990010021,705.0,0.009990009990010023,-1.244019138755981,260.0,308.0,7.693779904306219,-1608.0,1.4736842105263157,9.619245880231352
4929,1400.0,3.108695652173913,1967.0,9.271739130434783,0.7391304347826086,2185.0,62905.2734375,706.0,95840.42553191462,-24.0,0.7317073170731708,3.0,3.0,14.051282051282051,9165285.0,2044.0,-5.5182926829268295,181.0,-62.31707317073171,0.010434010434010463,706.0,0.010434010434010463,-1.263157894736842,264.0,304.0,7.827751196172248,-1636.0,1.4545454545454546,9.806908226362806
4930,1383.0,3.152173913043478,1963.0,9.456521739130434,0.7934782608695652,2180.0,62910.15625,707.0,91928.57142857119,196.0,-5.975609756097562,3.0,3.0,14.056166056166056,9165445.0,2082.0,-2.164634146341464,71.0,-63.47560975609757,0.010878010878010906,707.0,0.010878010878010906,-1.244019138755981,260.0,320.0,8.038277511961722,-1680.0,1.5311004784688995,9.999580567763374
