,Accel_LN_X_CAL,Accel_LN_X_UNCAL,Accel_LN_Y_CAL,Accel_LN_Y_UNCAL,Accel_LN_Z_CAL,Accel_LN_Z_UNCAL,System_Timestamp_Plot_Zeroed_CAL,GSR_Skin_Resistance_CAL,GSR_Skin_Resistance_UNCAL,Gyro_Z_CAL,Gyro_Z_UNCAL,GSR_Range_CAL,GSR_Range_UNCAL,Timestamp_UNCAL,Timestamp_CAL,Gyro_X_UNCAL,Gyro_X_CAL,Gyro_Y_CAL,Gyro_Y_UNCAL,GSR_Skin_Conductance_CAL,GSR_Skin_Conductance_UNCAL,GSR_Skin_Conductance_CAL,Accel_WR_Z_UNCAL,Accel_WR_Z_CAL,Accel_WR_Y_CAL,Accel_WR_Y_UNCAL,Accel_WR_X_UNCAL,Accel_WR_X_CAL,Resultant_Accel
2064,9.597826086956522,1642.0,6.641304347826087,1370.0,2.4239130434782608,2030.0,15952.1484375,91928.57142857119,707.0,0.09146341463414635,-3.0,3.0,3.0,5073022.0,0.05860805860805861,-157.0,-3.1402439024390247,4.786585365853659,103.0,0.010878010878010906,707.0,0.010878010878010906,-96.0,0.4593301435406698,4.880382775119617,1764.0,-1020.0,8.440191387559809,11.920593251942659
2065,9.641304347826086,1641.0,6.6521739130434785,1366.0,2.4565217391304346,2027.0,15957.03125,91928.57142857119,707.0,0.24390243902439027,-8.0,3.0,3.0,5073182.0,0.06349206349206349,-144.0,-3.5975609756097566,4.390243902439025,118.0,0.010878010878010906,707.0,0.010878010878010906,-96.0,0.4593301435406698,4.842105263157895,1796.0,-1012.0,8.593301435406698,11.968319278478777
2066,9.641304347826086,1641.0,6.6521739130434785,1366.0,2.380434782608696,2034.0,15961.9140625,91928.57142857119,707.0,-0.06097560975609757,2.0,3.0,3.0,5073342.0,0.06837606837606838,-130.0,-3.353658536585366,3.963414634146342,110.0,0.010878010878010906,707.0,0.010878010878010906,-96.0,0.4593301435406698,4.918660287081339,1784.0,-1028.0,8.535885167464114,11.952934244403743
2067,9.641304347826086,1639.0,6.673913043478261,1366.0,2.3043478260869565,2041.0,15966.796875,91928.57142857119,707.0,-0.15243902439024393,5.0,3.0,3.0,5073502.0,0.07326007326007326,-126.0,-3.4451219512195124,3.8414634146341466,113.0,0.010878010878010906,707.0,0.010878010878010906,-76.0,0.36363636363636365,4.937799043062201,1788.0,-1032.0,8.555023923444976,11.950141578362624
2068,9.641304347826086,1636.0,6.706521739130435,1366.0,2.293478260869565,2042.0,15971.6796875,91928.57142857119,707.0,-0.24390243902439027,8.0,3.0,3.0,5073662.0,0.07814407814407814,-125.0,-3.2012195121951224,3.810975609756098,105.0,0.010878010878010906,707.0,0.010878010878010906,-64.0,0.3062200956937799,4.976076555023924,1764.0,-1040.0,8.440191387559809,11.966295412445765
2069,9.619565217391305,1636.0,6.706521739130435,1368.0,2.260869565217391,2045.0,15976.5625,95840.42553191462,706.0,-0.853658536585366,28.0,3.0,3.0,5073822.0,0.08302808302808302,-123.0,-3.2926829268292686,3.7500000000000004,108.0,0.010434010434010463,706.0,0.010434010434010463,-60.0,0.28708133971291866,4.937799043062201,1760.0,-1032.0,8.421052631578947,11.942570912496187
2070,9.576086956521738,1632.0,6.75,1372.0,2.25,2046.0,15981.4453125,91928.57142857119,707.0,-0.8231707317073171,27.0,3.0,3.0,5073982.0,0.0879120879120879,-117.0,-3.3841463414634148,3.5670731707317076,111.0,0.010878010878010906,707.0,0.010878010878010906,-68.0,0.3253588516746411,4.937799043062201,1756.0,-1032.0,8.401913875598085,11.930064601621643
2071,9.521739130434783,1636.0,6.706521739130435,1377.0,2.3152173913043477,2040.0,15986.328125,95840.42553191462,706.0,-1.128048780487805,37.0,3.0,3.0,5074142.0,0.0927960927960928,-129.0,-3.3231707317073176,3.932926829268293,109.0,0.010434010434010463,706.0,0.010434010434010463,-64.0,0.3062200956937799,4.918660287081339,1760.0,-1028.0,8.421052631578947,11.874391835983861
2072,9.576086956521738,1632.0,6.75,1372.0,2.3043478260869565,2041.0,15991.2109375,88323.5294117645,708.0,-0.9146341463414634,30.0,3.0,3.0,5074302.0,0.09768009768009768,-101.0,-3.414634146341464,3.079268292682927,112.0,0.01132201132201135,708.0,0.011322011322011348,-88.0,0.42105263157894735,4.918660287081339,1752.0,-1028.0,8.382775119617225,11.940433840629806
2073,9.521739130434783,1636.0,6.706521739130435,1377.0,2.369565217391304,2035.0,15996.09375,100099.99999999968,705.0,-1.7682926829268295,58.0,3.0,3.0,5074462.0,0.10256410256410256,-80.0,-3.231707317073171,2.439024390243903,106.0,0.009990009990010023,705.0,0.009990009990010021,-92.0,0.4401913875598086,4.880382775119617,1756.0,-1020.0,8.401913875598085,11.885107876033466
2074,9.521739130434783,1644.0,6.619565217391304,1377.0,2.4456521739130435,2028.0,16000.9765625,91928.57142857119,707.0,-2.073170731707317,68.0,3.0,3.0,5074622.0,0.10744810744810745,-56.0,-2.8963414634146343,1.707317073170732,95.0,0.010878010878010906,707.0,0.010878010878010906,-108.0,0.5167464114832536,4.880382775119617,1744.0,-1020.0,8.344497607655502,11.851724528148438
2075,9.478260869565217,1638.0,6.684782608695652,1381.0,2.543478260869565,2019.0,16005.859375,95840.42553191462,706.0,-2.5914634146341466,85.0,3.0,3.0,5074782.0,0.11233211233211234,-23.0,-2.378048780487805,0.701219512195122,78.0,0.010434010434010463,706.0,0.010434010434010463,-128.0,0.6124401913875598,4.861244019138756,1732.0,-1016.0,8.287081339712918,11.874048564014174
2076,9.478260869565217,1633.0,6.739130434782608,1381.0,2.5,2023.0,16010.7421875,95840.42553191462,706.0,-2.682926829268293,88.0,3.0,3.0,5074942.0,0.11721611721611722,-3.0,-2.2256097560975614,0.09146341463414635,73.0,0.010434010434010463,706.0,0.010434010434010463,-116.0,0.5550239234449761,4.937799043062201,1744.0,-1032.0,8.344497607655502,11.89551630357188
2077,9.521739130434783,1635.0,6.717391304347826,1377.0,2.5,2023.0,16015.625,91928.57142857119,707.0,-2.8658536585365857,94.0,3.0,3.0,5075102.0,0.1221001221001221,25.0,-2.5000000000000004,-0.7621951219512196,82.0,0.010878010878010906,707.0,0.010878010878010906,-128.0,0.6124401913875598,4.956937799043062,1760.0,-1036.0,8.421052631578947,11.917921882768855
2078,9.608695652173912,1634.0,6.728260869565217,1369.0,2.4891304347826084,2024.0,16020.5078125,91928.57142857119,707.0,-2.8658536585365857,94.0,3.0,3.0,5075262.0,0.12698412698412698,13.0,-2.0121951219512195,-0.39634146341463417,66.0,0.010878010878010906,707.0,0.010878010878010906,-116.0,0.5550239234449761,4.976076555023924,1796.0,-1040.0,8.593301435406698,11.991342576475304
2079,9.76086956521739,1629.0,6.782608695652174,1355.0,2.510869565217391,2022.0,16025.390625,91928.57142857119,707.0,-2.8658536585365857,94.0,3.0,3.0,5075422.0,0.13186813186813187,-22.0,-1.9207317073170733,0.6707317073170732,63.0,0.010878010878010906,707.0,0.010878010878010906,-124.0,0.5933014354066986,4.956937799043062,1824.0,-1036.0,8.727272727272727,12.148367024462942
2080,9.804347826086957,1630.0,6.771739130434782,1351.0,2.4891304347826084,2024.0,16030.2734375,88323.5294117645,708.0,-2.713414634146342,89.0,3.0,3.0,5075582.0,0.13675213675213677,-61.0,-1.6463414634146343,1.8597560975609757,54.0,0.01132201132201135,708.0,0.011322011322011348,-124.0,0.5933014354066986,5.033492822966507,1844.0,-1052.0,8.822966507177034,12.1728163325879
2081,9.804347826086957,1624.0,6.83695652173913,1351.0,2.5652173913043477,2017.0,16035.15625,95840.42553191462,706.0,-3.5670731707317076,117.0,3.0,3.0,5075742.0,0.14163614163614163,-104.0,-1.5548780487804879,3.1707317073170733,51.0,0.010434010434010463,706.0,0.010434010434010463,-136.0,0.6507177033492823,5.090909090909091,1820.0,-1064.0,8.708133971291865,12.224956075164341
2082,9.67391304347826,1621.0,6.869565217391304,1363.0,2.5869565217391304,2015.0,16040.0390625,91928.57142857119,707.0,-3.9024390243902443,128.0,3.0,3.0,5075902.0,0.14652014652014653,-128.0,-1.4329268292682928,3.9024390243902443,47.0,0.010878010878010906,707.0,0.010878010878010906,-136.0,0.6507177033492823,5.148325358851674,1792.0,-1076.0,8.574162679425838,12.143634706879974
